utterance_id,emotion_label,emotion_label_source,emotion_label_confidence,review_flag,review_reason
DCBWoWhsTpA_utt00044,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00045,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00046,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00047,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00048,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00049,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00050,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00051,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00054,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00055,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00056,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00057,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00058,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00059,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00060,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00061,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00062,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00063,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00064,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00065,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00066,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00067,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00068,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00069,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00070,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00071,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00074,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00075,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00076,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00077,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00078,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00079,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00080,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00081,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00082,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00083,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00084,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00085,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00086,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00087,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00088,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00089,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00090,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00091,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00092,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00093,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00094,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00095,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00096,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00097,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00098,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00099,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00100,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00101,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00102,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00103,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00104,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00105,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00106,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00107,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00108,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00109,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00110,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00111,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00112,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00113,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00114,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00115,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00116,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00117,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00118,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00119,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00120,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00121,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00122,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00123,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00124,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00125,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00126,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00127,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00128,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00129,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00130,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00131,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00132,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00133,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00134,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00135,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00136,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00137,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00138,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00139,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00140,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00141,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00142,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00143,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00144,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00145,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00146,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00147,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00148,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00149,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00150,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00151,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00152,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00153,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00154,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00155,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00156,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00157,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00158,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00159,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00160,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00161,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00162,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00163,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00164,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00165,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00166,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00167,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00168,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00169,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00170,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00171,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00172,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00173,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00174,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00175,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00176,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00177,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00178,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00179,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00180,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00181,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00182,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00183,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00188,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00189,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00190,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00191,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00194,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00195,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00196,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00197,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00198,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00199,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00200,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00201,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00202,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00203,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00204,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00205,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00206,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00207,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00208,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00209,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00210,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00211,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00212,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00213,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00214,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00215,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00216,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00217,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00218,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00219,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00220,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00221,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00222,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00223,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00224,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00225,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00226,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00227,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00228,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00229,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00230,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00231,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00232,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00233,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00234,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00235,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00236,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00237,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00238,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00239,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00240,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00241,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00242,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00243,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00244,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00245,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00246,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00247,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00248,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00249,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00250,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00251,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00252,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00253,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00254,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00255,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00256,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00257,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00258,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00259,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00260,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00261,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00262,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00263,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00264,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00265,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00266,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00267,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00268,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00269,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00270,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00271,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00272,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00273,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00274,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00275,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00276,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00277,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00278,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00279,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00280,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00281,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00282,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00283,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00284,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00285,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00286,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00287,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00288,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00289,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00290,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00291,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00292,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00293,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00294,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00295,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00296,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00297,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00298,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00299,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00300,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00301,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00302,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00303,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00304,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00305,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00306,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00307,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00308,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00309,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00310,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00311,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00312,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00313,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00314,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00315,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00316,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00317,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00318,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00319,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00320,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00321,sadness,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt00322,sadness,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt00323,sadness,text_keyword_heuristic,HIGH,YES,keyword match
DCBWoWhsTpA_utt00324,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00325,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00326,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00327,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00328,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00329,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00330,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00331,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00332,neutral,text_keyword_heuristic,LOW,NO,neutral default
DCBWoWhsTpA_utt00333,neutral,text_keyword_heuristic,LOW,NO,neutral default
