sample_id,split,label,video_path,audio_path,transcript
1026_ITH_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1026_ITH_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1026_ITH_SAD_XX.wav,I think I have a doctor's appointment
1074_IEO_DIS_MD,train,1,data/CREMA_D_repo/VideoFlash/1074_IEO_DIS_MD.flv,data/CREMA_D_repo/AudioWAV/1074_IEO_DIS_MD.wav,It's eleven o'clock
1013_IEO_DIS_MD,train,1,data/CREMA_D_repo/VideoFlash/1013_IEO_DIS_MD.flv,data/CREMA_D_repo/AudioWAV/1013_IEO_DIS_MD.wav,It's eleven o'clock
1036_DFA_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1036_DFA_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1036_DFA_SAD_XX.wav,Don't forget a jacket
1080_IWW_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1080_IWW_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1080_IWW_FEA_XX.wav,I wonder what this is about
1070_ITS_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1070_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1070_ITS_FEA_XX.wav,I think I've seen this before
1041_IOM_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1041_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1041_IOM_FEA_XX.wav,I'm on my way to the meeting
1006_DFA_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1006_DFA_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1006_DFA_HAP_XX.wav,Don't forget a jacket
1060_WSI_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1060_WSI_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1060_WSI_SAD_XX.wav,We'll stop in a couple of minutes
1073_TAI_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1073_TAI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1073_TAI_NEU_XX.wav,The airplane is almost full
1054_ITH_DIS_XX,train,1,data/CREMA_D_repo/VideoFlash/1054_ITH_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1054_ITH_DIS_XX.wav,I think I have a doctor's appointment
1072_IOM_FEA_XX,train,2,data/CREMA_D_repo/VideoFlash/1072_IOM_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1072_IOM_FEA_XX.wav,I'm on my way to the meeting
1065_ITS_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1065_ITS_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1065_ITS_NEU_XX.wav,I think I've seen this before
1025_IEO_HAP_MD,train,3,data/CREMA_D_repo/VideoFlash/1025_IEO_HAP_MD.flv,data/CREMA_D_repo/AudioWAV/1025_IEO_HAP_MD.wav,It's eleven o'clock
1006_TIE_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1006_TIE_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1006_TIE_HAP_XX.wav,That is exactly what happened
1046_WSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1046_WSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1046_WSI_ANG_XX.wav,We'll stop in a couple of minutes
1025_IOM_HAP_XX,train,3,data/CREMA_D_repo/VideoFlash/1025_IOM_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1025_IOM_HAP_XX.wav,I'm on my way to the meeting
1090_IWL_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1090_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1090_IWL_ANG_XX.wav,I would like a new alarm clock
1016_IWL_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1016_IWL_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1016_IWL_NEU_XX.wav,I would like a new alarm clock
1020_IWW_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1020_IWW_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1020_IWW_ANG_XX.wav,I wonder what this is about
1074_IWL_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1074_IWL_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1074_IWL_NEU_XX.wav,I would like a new alarm clock
1045_WSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1045_WSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1045_WSI_ANG_XX.wav,We'll stop in a couple of minutes
1013_TSI_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1013_TSI_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1013_TSI_ANG_XX.wav,The surface is slick
1023_IWL_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1023_IWL_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1023_IWL_ANG_XX.wav,I would like a new alarm clock
1082_DFA_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1082_DFA_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1082_DFA_ANG_XX.wav,Don't forget a jacket
1081_ITS_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1081_ITS_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1081_ITS_ANG_XX.wav,I think I've seen this before
1046_ITH_ANG_XX,train,0,data/CREMA_D_repo/VideoFlash/1046_ITH_ANG_XX.flv,data/CREMA_D_repo/AudioWAV/1046_ITH_ANG_XX.wav,I think I have a doctor's appointment
1080_IWL_SAD_XX,train,5,data/CREMA_D_repo/VideoFlash/1080_IWL_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1080_IWL_SAD_XX.wav,I would like a new alarm clock
1083_ITH_NEU_XX,train,4,data/CREMA_D_repo/VideoFlash/1083_ITH_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1083_ITH_NEU_XX.wav,I think I have a doctor's appointment
