turn_id,utterance_id,youtube_id,source_url,title,category,priority,subtitle_path,video_path,audio_path,split_group_id,split_strategy,split,emotion_label,emotion_label_source,emotion_label_confidence,review_flag,review_reason,usable_for_phase2,turn_text,utterance_text,turn_start_time,turn_end_time,turn_duration_seconds,duration_seconds,turn_boundary_type,turn_confidence,turn_marker_count,turn_piece_count,turn_piece_ids,turn_source_utterance_ids,turn_source_utterance_count,speaker_cluster_id,speaker_cluster_overlap_seconds,speaker_cluster_source,speaker_role,speaker_role_source,speaker_role_confidence,corpus_exclusion_status,corpus_exclusion_reason
EA-DSbYev9I_turn02238,EA-DSbYev9I_turn02238,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,Any instances where that you were at where there were issu those issues manifested in itself in terms of violence?,Any instances where that you were at,04:51:53.180,04:52:01.537,8.357,8.357,marker,MEDIUM,1,9,"EA-DSbYev9I_utt14861#p02,EA-DSbYev9I_utt14862#p01,EA-DSbYev9I_utt14863#p01,EA-DSbYev9I_utt14864#p01,EA-DSbYev9I_utt14865#p01,EA-DSbYev9I_utt14866#p01,EA-DSbYev9I_utt14867#p01,EA-DSbYev9I_utt14868#p01,EA-DSbYev9I_utt14869#p01","EA-DSbYev9I_utt14861,EA-DSbYev9I_utt14862,EA-DSbYev9I_utt14863,EA-DSbYev9I_utt14864,EA-DSbYev9I_utt14865,EA-DSbYev9I_utt14866,EA-DSbYev9I_utt14867,EA-DSbYev9I_utt14868,EA-DSbYev9I_utt14869",9,SPEAKER_26,6.662,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02239,EA-DSbYev9I_turn02239,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,Are you serious?,Are you serious?,04:52:01.537,04:52:04.948,3.411,3.411,marker,HIGH,1,1,EA-DSbYev9I_utt14869#p02,EA-DSbYev9I_utt14869,1,SPEAKER_26,0.472,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02240,EA-DSbYev9I_turn02240,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,I'm backing this up. This man is so for real right now. South Sides.,I'm backing this up.,04:52:07.270,04:52:12.151,4.881,4.881,marker,MEDIUM,1,6,"EA-DSbYev9I_utt14872#p01,EA-DSbYev9I_utt14873#p01,EA-DSbYev9I_utt14874#p01,EA-DSbYev9I_utt14875#p01,EA-DSbYev9I_utt14876#p01,EA-DSbYev9I_utt14877#p01","EA-DSbYev9I_utt14872,EA-DSbYev9I_utt14873,EA-DSbYev9I_utt14874,EA-DSbYev9I_utt14875,EA-DSbYev9I_utt14876,EA-DSbYev9I_utt14877",6,SPEAKER_03,1.772,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02241,EA-DSbYev9I_turn02241,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"All right, I'm going to back this up a little bit after I've given kind of a a more indepth to what he was saying.","All right, I'm going to back this up a",04:52:12.151,04:52:21.995,9.844,9.844,marker,MEDIUM,1,7,"EA-DSbYev9I_utt14877#p02,EA-DSbYev9I_utt14878#p01,EA-DSbYev9I_utt14879#p01,EA-DSbYev9I_utt14880#p01,EA-DSbYev9I_utt14881#p01,EA-DSbYev9I_utt14882#p01,EA-DSbYev9I_utt14883#p01","EA-DSbYev9I_utt14877,EA-DSbYev9I_utt14878,EA-DSbYev9I_utt14879,EA-DSbYev9I_utt14880,EA-DSbYev9I_utt14881,EA-DSbYev9I_utt14882,EA-DSbYev9I_utt14883",7,SPEAKER_03,3.510,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02242,EA-DSbYev9I_turn02242,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,I'm sure we did almost anything and everything to get that paycheck.,I'm sure we did almost anything and,04:52:21.995,04:52:28.500,6.505,6.505,marker,MEDIUM,1,5,"EA-DSbYev9I_utt14883#p02,EA-DSbYev9I_utt14884#p01,EA-DSbYev9I_utt14885#p01,EA-DSbYev9I_utt14886#p01,EA-DSbYev9I_utt14887#p01","EA-DSbYev9I_utt14883,EA-DSbYev9I_utt14884,EA-DSbYev9I_utt14885,EA-DSbYev9I_utt14886,EA-DSbYev9I_utt14887",5,SPEAKER_19,2.565,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02243,EA-DSbYev9I_turn02243,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"Um, now was there another gang that was associated with Bad Boy Records, the East Coast Record Company that Puffy had? The only one I know of is Southside.","Um, now was there another gang that was",04:52:28.500,04:52:40.787,12.287,12.287,marker,MEDIUM,1,11,"EA-DSbYev9I_utt14887#p02,EA-DSbYev9I_utt14888#p01,EA-DSbYev9I_utt14889#p01,EA-DSbYev9I_utt14890#p01,EA-DSbYev9I_utt14891#p01,EA-DSbYev9I_utt14892#p01,EA-DSbYev9I_utt14893#p01,EA-DSbYev9I_utt14894#p01,EA-DSbYev9I_utt14895#p01,EA-DSbYev9I_utt14896#p01,EA-DSbYev9I_utt14897#p01","EA-DSbYev9I_utt14887,EA-DSbYev9I_utt14888,EA-DSbYev9I_utt14889,EA-DSbYev9I_utt14890,EA-DSbYev9I_utt14891,EA-DSbYev9I_utt14892,EA-DSbYev9I_utt14893,EA-DSbYev9I_utt14894,EA-DSbYev9I_utt14895,EA-DSbYev9I_utt14896,EA-DSbYev9I_utt14897",11,SPEAKER_26,3.949,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02244,EA-DSbYev9I_turn02244,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,And did that escalate the tension between Ma Pyu and Southside?,And did that escalate the tension,04:52:40.787,04:52:48.875,8.088,8.088,marker,MEDIUM,1,5,"EA-DSbYev9I_utt14897#p02,EA-DSbYev9I_utt14898#p01,EA-DSbYev9I_utt14899#p01,EA-DSbYev9I_utt14900#p01,EA-DSbYev9I_utt14901#p01","EA-DSbYev9I_utt14897,EA-DSbYev9I_utt14898,EA-DSbYev9I_utt14899,EA-DSbYev9I_utt14900,EA-DSbYev9I_utt14901",5,SPEAKER_26,5.518,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02245,EA-DSbYev9I_turn02245,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"At the time we wasn't there was no at war. No, it was peace and when the two record companies got into it, Bad Boy went to KPDM and SH came to us. So that intertwined everything and we uh yes we had issues",At the time we wasn't,04:52:48.875,04:53:10.585,21.710,21.710,marker,MEDIUM,1,15,"EA-DSbYev9I_utt14901#p02,EA-DSbYev9I_utt14902#p01,EA-DSbYev9I_utt14903#p01,EA-DSbYev9I_utt14904#p01,EA-DSbYev9I_utt14905#p01,EA-DSbYev9I_utt14906#p01,EA-DSbYev9I_utt14907#p01,EA-DSbYev9I_utt14908#p01,EA-DSbYev9I_utt14909#p01,EA-DSbYev9I_utt14910#p01,EA-DSbYev9I_utt14911#p01,EA-DSbYev9I_utt14912#p01,EA-DSbYev9I_utt14913#p01,EA-DSbYev9I_utt14914#p01,EA-DSbYev9I_utt14915#p01","EA-DSbYev9I_utt14901,EA-DSbYev9I_utt14902,EA-DSbYev9I_utt14903,EA-DSbYev9I_utt14904,EA-DSbYev9I_utt14905,EA-DSbYev9I_utt14906,EA-DSbYev9I_utt14907,EA-DSbYev9I_utt14908,EA-DSbYev9I_utt14909,EA-DSbYev9I_utt14910,EA-DSbYev9I_utt14911,EA-DSbYev9I_utt14912,EA-DSbYev9I_utt14913,EA-DSbYev9I_utt14914,EA-DSbYev9I_utt14915",15,SPEAKER_19,4.573,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02246,EA-DSbYev9I_turn02246,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,um,um,04:53:10.585,04:53:10.977,0.392,0.392,marker,MEDIUM,1,3,"EA-DSbYev9I_utt14915#p02,EA-DSbYev9I_utt14916#p01,EA-DSbYev9I_utt14917#p01","EA-DSbYev9I_utt14915,EA-DSbYev9I_utt14916,EA-DSbYev9I_utt14917",3,SPEAKER_26,0.392,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02247,EA-DSbYev9I_turn02247,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,cuz you recall any instances where that you were at where there were issu those issues manifested it itself in terms of violence.,cuz you recall any instances where that,04:53:10.977,04:53:20.677,9.700,9.700,marker,MEDIUM,1,9,"EA-DSbYev9I_utt14917#p02,EA-DSbYev9I_utt14918#p01,EA-DSbYev9I_utt14919#p01,EA-DSbYev9I_utt14920#p01,EA-DSbYev9I_utt14921#p01,EA-DSbYev9I_utt14922#p01,EA-DSbYev9I_utt14923#p01,EA-DSbYev9I_utt14924#p01,EA-DSbYev9I_utt14925#p01","EA-DSbYev9I_utt14917,EA-DSbYev9I_utt14918,EA-DSbYev9I_utt14919,EA-DSbYev9I_utt14920,EA-DSbYev9I_utt14921,EA-DSbYev9I_utt14922,EA-DSbYev9I_utt14923,EA-DSbYev9I_utt14924,EA-DSbYev9I_utt14925",9,SPEAKER_26,8.059,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02248,EA-DSbYev9I_turn02248,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,Are you serious?,Are you serious?,04:53:20.677,04:53:23.910,3.233,3.233,marker,HIGH,1,1,EA-DSbYev9I_utt14925#p02,EA-DSbYev9I_utt14925,1,SPEAKER_19,0.017,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02249,EA-DSbYev9I_turn02249,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,Don't ask me that right here. Um I I can't say that.,Don't ask me that right here. Um I I,04:53:27.270,04:53:30.106,2.836,2.836,marker,MEDIUM,1,4,"EA-DSbYev9I_utt14928#p01,EA-DSbYev9I_utt14929#p01,EA-DSbYev9I_utt14930#p01,EA-DSbYev9I_utt14931#p01","EA-DSbYev9I_utt14928,EA-DSbYev9I_utt14929,EA-DSbYev9I_utt14930,EA-DSbYev9I_utt14931",4,SPEAKER_19,0.862,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02250,EA-DSbYev9I_turn02250,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"Don't Don't ask me that right here. Oh man, I appreciate you",Don't Don't ask me that right here. Oh,04:53:30.106,04:53:36.623,6.517,6.517,marker,MEDIUM,1,5,"EA-DSbYev9I_utt14931#p02,EA-DSbYev9I_utt14932#p01,EA-DSbYev9I_utt14933#p01,EA-DSbYev9I_utt14934#p01,EA-DSbYev9I_utt14935#p01","EA-DSbYev9I_utt14931,EA-DSbYev9I_utt14932,EA-DSbYev9I_utt14933,EA-DSbYev9I_utt14934,EA-DSbYev9I_utt14935",5,SPEAKER_03,4.303,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02251,EA-DSbYev9I_turn02251,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"on both sides. When when each neighborhood met each other, there could have been there was a lot of tension. I'd say that.",on both sides.,04:53:36.623,04:53:46.015,9.392,9.392,marker,MEDIUM,1,11,"EA-DSbYev9I_utt14935#p02,EA-DSbYev9I_utt14936#p01,EA-DSbYev9I_utt14937#p01,EA-DSbYev9I_utt14938#p01,EA-DSbYev9I_utt14939#p01,EA-DSbYev9I_utt14940#p01,EA-DSbYev9I_utt14941#p01,EA-DSbYev9I_utt14942#p01,EA-DSbYev9I_utt14943#p01,EA-DSbYev9I_utt14944#p01,EA-DSbYev9I_utt14945#p01","EA-DSbYev9I_utt14935,EA-DSbYev9I_utt14936,EA-DSbYev9I_utt14937,EA-DSbYev9I_utt14938,EA-DSbYev9I_utt14939,EA-DSbYev9I_utt14940,EA-DSbYev9I_utt14941,EA-DSbYev9I_utt14942,EA-DSbYev9I_utt14943,EA-DSbYev9I_utt14944,EA-DSbYev9I_utt14945",11,SPEAKER_19,4.405,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
EA-DSbYev9I_turn02252,EA-DSbYev9I_turn02252,EA-DSbYev9I,,,,,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.en.vtt,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,,,,,,,,,YES,"Okay. Um, now I want to talk a little bit about September 7th, 1996.","Okay. Um, now I want to talk a little",04:53:46.015,04:53:56.661,10.646,10.646,marker,MEDIUM,1,5,"EA-DSbYev9I_utt14945#p02,EA-DSbYev9I_utt14946#p01,EA-DSbYev9I_utt14947#p01,EA-DSbYev9I_utt14948#p01,EA-DSbYev9I_utt14949#p01","EA-DSbYev9I_utt14945,EA-DSbYev9I_utt14946,EA-DSbYev9I_utt14947,EA-DSbYev9I_utt14948,EA-DSbYev9I_utt14949",5,SPEAKER_26,7.638,pyannote/speaker-diarization-3.1,UNKNOWN,unresolved,LOW,EXCLUDE,"case reviewer video, not live courtroom testimony"
