source_group_id,source_audio_path,speaker_cluster_id,manifest_turn_row_count,turn_row_duration_seconds,turn_row_duration_minutes,turn_interval_union_seconds,diarization_segment_count,diarization_segment_seconds,sample_utterance_ids,sample_time_ranges,sample_clip_video_paths,sample_clip_audio_paths,sample_text,role_label,role_confidence,witness_speaking_status
pvNr1jnlRpc,,SPEAKER_04,84,378.122,6.302,378.122,0,0.000,pvNr1jnlRpc_turn09645 | pvNr1jnlRpc_turn09646 | pvNr1jnlRpc_turn09647,00:20:13.732 -> 00:20:15.582 | 00:20:15.582 -> 00:20:15.997 | 00:20:15.997 -> 00:20:17.517,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te/tupac-murder-trial-mob-james-reveals-death-row-secrets-in-explosive-te_pvNr1jnlRpc.wav,"Sir, have you ever met me? || Excuse me? || Have you ever met me before?",UNKNOWN,LOW,UNKNOWN
Wt1h7rnCvZQ,,SPEAKER_11,74,2518.366,41.973,2518.366,0,0.000,Wt1h7rnCvZQ_turn04733 | Wt1h7rnCvZQ_turn04735 | Wt1h7rnCvZQ_turn04737,02:46:16.876 -> 02:46:22.795 | 02:46:27.329 -> 02:46:33.480 | 02:46:41.249 -> 02:46:44.782,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,"It's Dean O. Kelly and it's D E A N O || I'm a deputy marshal in district court || Yes, I was for 20 plus years.",UNKNOWN,LOW,UNKNOWN
nEzTBJWiyqM,,SPEAKER_03,74,458.479,7.641,458.479,0,0.000,nEzTBJWiyqM_turn09316 | nEzTBJWiyqM_turn09318 | nEzTBJWiyqM_turn09319,00:00:29.532 -> 00:00:31.519 | 00:00:37.917 -> 00:00:47.020 | 00:00:47.020 -> 00:00:47.349,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav,What does that mean you do with the || And in order to hold the position that || Yes.,UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_36,67,601.669,10.028,601.669,0,0.000,EA-DSbYev9I_turn00994 | EA-DSbYev9I_turn00996 | EA-DSbYev9I_turn00997,01:14:11.131 -> 01:14:15.822 | 01:14:18.350 -> 01:14:21.640 | 01:14:21.640 -> 01:14:23.948,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"Michael Ingram. M I C H A E L I N G R A || Mr. Jack, whenever you're ready, || I work as an investigator for MGM",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_19,65,2149.605,35.827,2149.605,0,0.000,gozVH0bYxzY_turn07018 | gozVH0bYxzY_turn07027 | gozVH0bYxzY_turn07029,02:50:11.532 -> 02:50:13.258 | 02:51:14.316 -> 02:51:20.026 | 02:51:23.124 -> 02:51:30.604,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,"State anything further? || It's Dean O. Kelly and it's D E A N O || Sir, how are you currently employed? I'm",UNKNOWN,LOW,UNKNOWN
nEzTBJWiyqM,,SPEAKER_02,58,517.006,8.617,517.006,0,0.000,nEzTBJWiyqM_turn09312 | nEzTBJWiyqM_turn09313 | nEzTBJWiyqM_turn09314,00:00:16.673 -> 00:00:21.915 | 00:00:21.915 -> 00:00:24.026 | 00:00:24.026 -> 00:00:26.115,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut/tupac-murder-trial-doctor-reveals-details-from-tupac-shakur-s-1996-aut_nEzTBJWiyqM.wav,"Good morning. I'm Dr. Lisa Gavin, L I S || Thank you, Dr. Gavin. Mr. DiGiacomo, you || Dr. How are you employed?",UNKNOWN,LOW,UNKNOWN
EA-DSbYev9I,,SPEAKER_23,52,589.269,9.821,589.269,0,0.000,EA-DSbYev9I_turn00795 | EA-DSbYev9I_turn00796 | EA-DSbYev9I_turn00797,00:45:19.626 -> 00:45:21.119 | 00:45:21.119 -> 00:45:27.036 | 00:45:27.036 -> 00:45:30.097,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,"Thank you, Dr. Gavin. Mr. Dejo, you may || Dr. How are you employed? I am a || Oh, who could have seen that coming?",UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_33,50,641.066,10.684,641.066,0,0.000,gozVH0bYxzY_turn06364 | gozVH0bYxzY_turn06365 | gozVH0bYxzY_turn06366,00:49:13.892 -> 00:49:19.138 | 00:49:19.138 -> 00:49:20.985 | 00:49:20.985 -> 00:49:23.224,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,"Good morning. I'm Dr. Lisa Gavin. L I S || Thank you, Dr. Gavin. Mr. Doc, you may || Dr. How are you employed?",UNKNOWN,LOW,UNKNOWN
Wt1h7rnCvZQ,,SPEAKER_01,48,633.754,10.563,633.754,0,0.000,Wt1h7rnCvZQ_turn04058 | Wt1h7rnCvZQ_turn04059 | Wt1h7rnCvZQ_turn04060,00:44:16.372 -> 00:44:23.907 | 00:44:23.907 -> 00:44:25.705 | 00:44:25.705 -> 00:44:29.545,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,Good morning. I'm Dr. Lisa Gavin. L I S || Dr. How are you employed? || I am a forensic pathologist medical,UNKNOWN,LOW,UNKNOWN
Wt1h7rnCvZQ,,SPEAKER_13,47,592.725,9.879,592.725,0,0.000,Wt1h7rnCvZQ_turn04199 | Wt1h7rnCvZQ_turn04201 | Wt1h7rnCvZQ_turn04202,01:06:13.807 -> 01:06:19.887 | 01:06:22.041 -> 01:06:23.800 | 01:06:23.800 -> 01:06:26.886,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial/live-nv-v-duane-keffe-d-davis-day-2-tupac-murder-trial_Wt1h7rnCvZQ.wav,"Michael Ingram. M I C H A L I N G R A M. || Sir, how are you? || I work as an investigator for MGM",UNKNOWN,LOW,UNKNOWN
YCH11exBTlY,,SPEAKER_00,46,335.302,5.588,335.302,0,0.000,YCH11exBTlY_turn06007 | YCH11exBTlY_turn06008 | YCH11exBTlY_turn06010,00:00:29.665 -> 00:00:30.477 | 00:00:30.477 -> 00:00:40.154 | 00:00:42.815 -> 00:01:02.426,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/retired-lvmpd-officer-testimony-in-tupac-murder-trial/retired-lvmpd-officer-testimony-in-tupac-murder-trial_YCH11exBTlY.wav,Yes. || And uh || And then I'm going to go back and show,UNKNOWN,LOW,UNKNOWN
gozVH0bYxzY,,SPEAKER_20,46,564.748,9.412,564.748,0,0.000,gozVH0bYxzY_turn06504 | gozVH0bYxzY_turn06506 | gozVH0bYxzY_turn06507,01:11:10.891 -> 01:11:16.113 | 01:11:19.561 -> 01:11:21.320 | 01:11:21.320 -> 01:11:24.879,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026/2pac-trial-day-2-reggie-wright-and-mob-james-testify-8-18-2026_gozVH0bYxzY.wav,Michael Ingram. M I C H A E L I N G R A || sir. How are you? || I work as an investigator for MGM,UNKNOWN,LOW,UNKNOWN
lOcZ_IJbM3I,,SPEAKER_08,41,299.275,4.988,299.275,0,0.000,lOcZ_IJbM3I_turn08406 | lOcZ_IJbM3I_turn08412 | lOcZ_IJbM3I_turn08661,00:00:15.644 -> 00:00:22.362 | 00:00:52.708 -> 00:01:29.630 | 00:34:35.849 -> 00:34:37.423,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.mp4,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/reggie-wright-jr-full-testimony-in-tupac-murder-trial/reggie-wright-jr-full-testimony-in-tupac-murder-trial_lOcZ_IJbM3I.wav,"Okay, perfect. Got it. All right, we'll || Thank you, sir. Whenever you're ready, || I'm just saying that that's the problem",UNKNOWN,LOW,UNKNOWN
