source_group_id,speaker_cluster_id,cluster_row_count,sample_count,sample_utterance_ids,sample_audio_paths,sample_video_paths,sample_text,role_label,role_confidence,witness_in_segment,witness_speaking_status,visual_target_role,visual_speaker_match,review_notes
EA-DSbYev9I,SPEAKER_32,146,3,EA-DSbYev9I_turn01478 | EA-DSbYev9I_turn01749 | EA-DSbYev9I_turn01750,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"That shit's flipped. council. I'm going to back up just a little bit here when you come in. || Sir, how are you currently employed? || I'm a deputy marshal in district court",,,,,,,
EA-DSbYev9I,SPEAKER_33,2,2,EA-DSbYev9I_turn01384 | EA-DSbYev9I_turn01390,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,Huh? || Say that for me one more time.,,,,,,,
EA-DSbYev9I,SPEAKER_34,11,3,EA-DSbYev9I_turn00725 | EA-DSbYev9I_turn00743 | EA-DSbYev9I_turn02038,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"Okay, they're just wrapping up. Thank || Fingerprints. || Defense to",,,,,,,
EA-DSbYev9I,SPEAKER_36,67,3,EA-DSbYev9I_turn00994 | EA-DSbYev9I_turn00996 | EA-DSbYev9I_turn00997,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"Michael Ingram. M I C H A E L I N G R A || Mr. Jack, whenever you're ready, || I work as an investigator for MGM",,,,,,,
EA-DSbYev9I,SPEAKER_37,252,3,EA-DSbYev9I_turn00431 | EA-DSbYev9I_turn00433 | EA-DSbYev9I_turn00434,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,Okay. I back and ask you a question || May have seen the shooting or heard. || We're going to try this again.,,,,,,,
EA-DSbYev9I,SPEAKER_38,10,3,EA-DSbYev9I_turn00833 | EA-DSbYev9I_turn01111 | EA-DSbYev9I_turn01654,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,That's correct. 45. || 2055 or so. || One. You want two?,,,,,,,
EA-DSbYev9I,SPEAKER_39,346,3,EA-DSbYev9I_turn00428 | EA-DSbYev9I_turn00749 | EA-DSbYev9I_turn00753,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"We're going to finish that recording and || Did you have a field training officer in || Um, do crime scene analysts respond to",,,,,,,
EA-DSbYev9I,SPEAKER_40,9,3,EA-DSbYev9I_turn02586 | EA-DSbYev9I_turn02587 | EA-DSbYev9I_turn03128,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"Mom, are you going to w listen to his || Yes. instead of your spicy books. || Awesome. All right, let's bring him in.",,,,,,,
EA-DSbYev9I,SPEAKER_41,4,3,EA-DSbYev9I_turn01729 | EA-DSbYev9I_turn02499 | EA-DSbYev9I_turn03028,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"that. We saw every || Okay. But my question to you, my || You guys, I'm going to zoom zoom while",,,,,,,
EA-DSbYev9I,SPEAKER_43,12,3,EA-DSbYev9I_turn00545 | EA-DSbYev9I_turn00580 | EA-DSbYev9I_turn00655,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"2:30. || I don't know what party that was. || Yeah. He was he was tall, about 6'4,",,,,,,,
EA-DSbYev9I,SPEAKER_44,13,3,EA-DSbYev9I_turn00528 | EA-DSbYev9I_turn00544 | EA-DSbYev9I_turn01375,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"went all through this in the other part || He's like, I don't know. It's late. || I really pages",,,,,,,
EA-DSbYev9I,SPEAKER_45,5,3,EA-DSbYev9I_turn00591 | EA-DSbYev9I_turn00843 | EA-DSbYev9I_turn02306,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"Okay. You You had no idea where that || Um, || Nothing penetrated.",,,,,,,
EA-DSbYev9I,SPEAKER_46,7,3,EA-DSbYev9I_turn00590 | EA-DSbYev9I_turn01012 | EA-DSbYev9I_turn03209,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"It's at some mansion. Well, where is || Council, can you please stop SAYING BACK || Oh, well, you",,,,,,,
EA-DSbYev9I,SPEAKER_47,10,3,EA-DSbYev9I_turn00671 | EA-DSbYev9I_turn01125 | EA-DSbYev9I_turn01335,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.wav,/Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4 | /Users/rajeshpmu/Desktop/LegalMemoCMT/data/phase2/tupac/corpus/raw/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn/nv-v-duane-keffe-d-davis-day-2-mob-james-reggie-wright-jr-and-the-corn_EA-DSbYev9I.mp4,"So it was about 10 minutes. Yeah, it was || Excuse me. They're going out to the || Okay. So, it's",,,,,,,
