utterance_id,manifest_id,tribunal,case_name,speaker_role,speaker_name,utterance_text,start_time,end_time,video_path,audio_path,emotion_label,credibility_label,question_type,cross_examination_flag,split
icty_karadzic_nan_nan_1_utt00015,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,function gtag(){dataLayer.push(arguments);},,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00016,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"gtag('js', new Date());",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00017,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"gtag('config', 'UA-8225882-2');",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00018,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</script>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00019,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href=""/bundles/ie?v=tGF3fP_sd-W0cNlbjUKQTUgmtJe9GikL4HSC_wGwp8o1"" rel=""stylesheet""/>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00020,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href=""/bundles/css?v=-VPr3oLFNfkSb0y0E21rDT18l6LkdjcF1JSrI1ZzpHA1"" rel=""stylesheet""/>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00021,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<!---,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00022,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href= ""/Assets/lib/datatables/css/dataTables.foundation.min.css"" rel=""stylesheet"" type=""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00023,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href= ""/Assets/css/fontawesome.min.css"" rel=""stylesheet"" type=""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00024,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href=""/Assets/lib/toastr/toastr.min.css"" type = ""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00025,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link rel=""stylesheet"" href=""/Assets/lib/select2/css/select2.css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00026,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link rel=""stylesheet"" href=""/Assets/lib/foundation-datepicker.min.css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00027,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,--->,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00028,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<script src=""https://www.google.com/recaptcha/api.js"" async defer></script>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00029,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href= ""/assets/css/app.css"" rel=""stylesheet"" type=""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00030,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href= ""/assets/css/select2.css"" rel=""stylesheet"" type=""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00031,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<link href= ""/assets/css/app_xtra.css"" rel=""stylesheet"" type=""text/css"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00032,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</head>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00033,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<body class=""homebody"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00034,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""page_overlay"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00035,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<img class=""rotate"" style='width:50px; height:50px;' src='Assets/img/logo2.png' />",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00036,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00037,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-container mainbanner"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00038,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-x"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00039,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""auto cell"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00040,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<img lang=""eng"" data-lang-token=""FLAG"" src=""/assets/img/UCR_line_blue_EN.svg"" class=""mainbanner-svg"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00041,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00042,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell hide-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00043,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLang dropdown button"" type=""button"" data-toggle=""langSel-banner""><span lang = ""eng"">English</span></button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00044,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languagesel"" id=""langSel-banner"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00045,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00046,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>bosanski, hrvatski ili srpski</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00047,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>English</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00048,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>Français</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00049,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""kin""><a onclick='myLangSelection(""kin"")'>Kinyarwanda</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00050,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""sqi""><a onclick='myLangSelection(""sqi"")'>Shqip</span></a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00051,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""mdk""><a onclick='myLangSelection(""mdk"")'>македонски</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00052,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00053,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00054,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00055,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""shrink cell show-for-small-only"" id=""languagedivhome"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00056,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<button class=""btnCurLangS dropdown button"" type=""button"" data-toggle=""langSel-banner-S"">EN</button>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00057,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""dropdown-pane languageselS"" id=""langSel-banner-S"" data-dropdown data-auto-focus=""true"" style=""z-index:200;"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00058,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00059,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""hbs""><a onclick='myLangSelection(""hbs"")'>SH</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00060,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""eng""><a onclick='myLangSelection(""eng"")'>EN</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00061,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""fra""><a onclick='myLangSelection(""fra"")'>FR</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00062,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""kin""><a onclick='myLangSelection(""kin"")'>RW</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00063,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""sqi""><a onclick='myLangSelection(""sqi"")'>SQ</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00064,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<li class = ""mdk""><a onclick='myLangSelection(""mdk"")'>MK</a></li>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00065,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</ul>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00066,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00067,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00068,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00069,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00070,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,<div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00071,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""borderblue""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00072,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""loginback"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00073,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-container"" id=""logindiv"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00074,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-x"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00075,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""cell small-12 medium-7 libadge"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00076,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-y"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00077,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""eng-logo cell auto"" id=""mcrlogo_home_EN""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00078,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""fra-logo cell auto"" id=""mcrlogo_home_FR""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00079,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""kin-logo cell auto"" id=""mcrlogo_home_KIN""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00080,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""sqi-logo cell auto"" id=""mcrlogo_home_ALB""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00081,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""mdk-logo cell auto"" id=""mcrlogo_home_MAC""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00082,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div lang=""eng"" class=""hbs-logo cell auto"" id=""mcrlogo_home_BCS""></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00083,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""cell shrink"" id=""mcrintro_home"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00084,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<p lang = ""eng"">The Unified Court Records (UCR) database provides access to the public court records of the ICTR, the ICTY and the IRMCT.</p>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00085,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00086,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00087,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00088,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""cell small-12 medium-5 lifields"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00089,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""grid-x tabs"" data-deep-link=""true  data-auto-focus=""false"" data-update-history=""true"" data-tabs id=""logintabs"" data-tabs="""">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00090,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""cell small-6 tabs-title is-active""><a data-tabs-target=""signin"" href=""#signin"" aria-selected=""true"" lang = ""eng"">Sign In</a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00091,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""cell small-6 tabs-title"" ><a data-tabs-target=""register"" href=""#register"" lang = ""eng"" id = ""registerTabBlock"">Register</a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00092,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""tabs-title invis""><a data-tabs-target=""confirmed"" href=""#confirmed""></a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00093,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""tabs-title invis""><a data-tabs-target=""reset"" href=""#reset""></a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00094,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""tabs-title invis""><a data-tabs-target=""resetconf"" href=""#resetconf""></a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00095,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""tabs-title invis""><a data-tabs-target=""passwordchange"" href=""#passwordchange""></a></div>",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00096,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,</div>,,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
icty_karadzic_nan_nan_1_utt00097,icty_karadzic_nan_nan_1,ICTY,Karadzic,Witness,,"<div class=""tabs-content"" data-tabs-content=""logintabs"">",,,/workspace/LegalMemoCMT/data/raw/videos/icty_karadzic_nan_nan_1.mp4,,neutral,consistent,open,0,train
